YB,DIAM,MASS,L_BOL,LM,TEMP,LRATIO,T_BOL,SURF_DENS
3275,0.272468354,18.80721439,21.94175012,1.166666667,13.9,9.2,32.7,0.07
3277,0.437222899,56.81272979,603.7266908,10.62660944,18.4,89,46.27,0.08
3279,0.426867089,9.403607194,47.3479871,5.035087719,18.3,20.2,34.8,0.01
3281,0.22421875,84.54083887,538.937793,6.374881066,16.3,34.2,45.86,0.44
3285,0.083111111,0.543753086,0.639358025,1.175824176,15.2,7.5,23.51,0.02
3288,0.2529,2.36883,16.58181,7,17.6,66.8,42.66,0.01
3290,0.091485149,0.988069797,0.348730517,0.352941176,12.5,8.1,19.36,0.03
3296,0.61,429.1,628.7,1.465159636,13.2,27.6,41.4,0.31
3297,0.5810181,351.4627229,1125.696816,3.202891069,14.5,46.7,49.81,0.27
3298,0.15,30.8,411.4,13.35714286,18,46.8,54.45,0.36
3299,0.185,98.568,1757.796,17.83333333,19.6,10.6,57.3,0.68
3300,0.296,158.804,2573.72,16.20689655,18.6,10.8,54.69,0.54
3301,0.562738095,513.1364052,2995.978579,5.838561732,17.1,58.1,44.46,0.43
3302,0.056341463,5.643307555,137.9083284,24.4375,20.5,161.1,60.65,0.41
3303,0.056341463,4.937894111,323.0793575,65.42857143,24.8,300.4,62.09,0.37
3304,0.180954654,43.76331019,62.00510421,1.416828479,14.6,20.4,31.83,0.35
3305,0.538867925,305.4716625,10744.10228,35.17217339,22.3,200.4,54.18,0.28
3306,1.240166205,1491.160672,5012.694961,3.361606199,13.6,58.1,47.25,0.26
3307,0.666845992,128.5524793,652.0625761,5.072345391,16.7,53.5,42.55,0.08
3309,0.6035,69.31375,30.246,0.436363636,12.9,8.8,19.92,0.05
3312,1.7168,1001.65623,2820.75605,2.816091954,13.4,50.4,46.37,0.09
3313,0.244173913,7.408514178,38.45371645,5.19047619,17.2,51.6,43.06,0.03
3314,0.933049645,359.279498,13579.90103,37.79759519,21.6,228.5,60.68,0.11
3315,0.521978022,183.4003479,334.4459455,1.82358403,13.7,30.9,40.21,0.18
3316,1.274440559,1986.922024,9485.787889,4.774111804,14.4,71.8,48.39,0.33
3317,0.288,40.176,117.936,2.935483871,16,33.2,33.56,0.14
3318,0.1552,3.01088,252.91392,84,26.9,28.1,54.25,0.03
3319,1.080871935,216.3097387,189.8660054,0.877750611,12.8,17.8,35.19,0.05
3320,0.3276,27.82416,9.27472,0.333333333,12.2,7.4,18.91,0.06
3322,0.146,34.6385,704.76025,20.34615385,21.9,121.2,45.87,0.4
3323,0.227,48.43726,592.06821,12.22340426,17.8,8.1,53.29,0.23
3324,1.6305,189.05104,791.65123,4.1875,17.7,40,36.24,0.02
3325,0.549,52.24284,80.3736,1.538461538,14.3,23.3,36.38,0.05
3326,0.201567568,41.00257414,61.63444266,1.503184713,13.8,25.3,40.17,0.27
3327,0.212837838,11.94439372,111.7152118,9.352941176,20,66.1,38.15,0.07
3328,0.546860304,61.42948488,422.7668708,6.882149047,19.5,51.3,37.94,0.05
3329,0.741747344,270.2718658,561.8439679,2.078810409,15,28,36.84,0.13
3330,1.389972452,262.8120089,131.1970919,0.499205087,13.2,9.5,20.38,0.04
3331,0.536875,93.24601639,2096.873425,22.48753894,21,143.1,51.44,0.09
3332,0.966793349,1132.607423,5738.036524,5.066218362,14.9,70.2,50.83,0.32
3333,0.552359882,129.8511725,2704.039476,20.82414369,19.7,151,48.76,0.11
3334,0.571792657,442.8751839,1509.194788,3.407720376,16.1,39,40.17,0.36
3336,0.939482353,1568.998962,2682.815121,1.709889672,13.1,33.1,46.84,0.47
3337,0.561255116,126.0029221,4470.292098,35.47768595,22.1,206.6,49.38,0.11
3338,0.367,17.50957,28.28469,1.615384615,15.9,18.5,24.69,0.04
3339,0.97741784,125.7605061,578.7073927,4.601662404,16,53,42.46,0.03
3340,1.51057634,1018.004148,1349.003299,1.325145189,12.6,28.5,42.93,0.12
3341,1.254513274,2352.828631,21210.61467,9.014942435,16.4,99.8,50.1,0.4
3342,0.6657082,550.6128936,474.5508957,0.861859396,12.6,18.6,36.72,0.33
3343,0.1955,33.63382,484.63277,14.40909091,20.1,6.9,52.37,0.25
3344,0.6272,245.8624,808.27264,3.2875,15.2,2.9,47.79,0.17
3345,0.58,294.6,2141.1,7.267820774,17.1,72,51.26,0.23
3346,0.50013986,678.951102,14640.12243,21.56285244,21.5,133.8,48.23,0.71
3348,0.969235096,928.7994406,9069.612558,9.764877283,17.5,92,50,0.26
3349,0.2292,21.8886,550.13348,25.13333333,17.7,15.3,86.26,0.1
3351,0.3056,156.13868,1774.43584,11.36448598,18.4,6.5,64.6,0.48
3352,0.304,67.868,2103.908,31,20,14.9,52.15,0.21
3353,1.127956204,1055.67058,2470.359002,2.340085106,13.2,44.1,57.03,0.22
3354,1.008888889,1118.625004,1123.418831,1.004285464,12.7,21.1,59.42,0.29
3356,0.38,739.328,11979.424,16.203125,21.1,7.1,48.74,1.42
3358,1.200445104,1351.71825,13957.21245,10.32553378,15.5,127.6,57.18,0.25
3361,1.046257796,525.525048,458.3982472,0.872267172,12.7,17.9,35.78,0.13
3363,0.3216,95.34636,342.60048,3.593220339,15.5,2.9,53.83,0.23
3364,0.970474138,770.3618423,140.2555291,0.182064481,9.8,8.2,33.71,0.22
3367,1.1052,347.77881,661.62798,1.902439024,16.4,1.3,25.44,0.07
3368,0.849500734,73.53742941,185.8339028,2.527065527,14.9,34.8,40.31,0.03
3369,1.152727273,289.436286,1340.630167,4.631866257,15.8,55.3,43.42,0.06
3371,0.564,50.89536,458.05824,9,18.9,79.2,47.2,0.04
3372,0.3483,181.22049,891.12555,4.917355372,15,4.3,54.24,0.41
3373,0.619236641,38.57229765,387.4877222,10.04575163,21.8,60,32.08,0.03
3374,0.743221601,427.8049454,10646.3943,24.88609451,19.9,177.5,53.63,0.21
3376,0.511675127,88.36135948,128.7784998,1.457407407,12.7,30.5,46.99,0.09
3377,0.798826531,3269.93196,543523.669,166.2186479,25.1,782,81.11,1.37
3378,0.845939086,114.1760771,200.7527571,1.758273381,15.6,21.6,24.52,0.04
3380,0.817443038,63.22161256,133.4006275,2.110047847,16.7,22,25.9,0.03
3382,0.399,14.32809,63.6804,4.444444444,19,2.3,29.46,0.02
3384,0.461161616,197.2926659,221.6150425,1.123280693,12.9,22.5,40.57,0.25
3385,0.977807653,176.444347,95.5740213,0.541666667,13.3,9.9,20.66,0.05
3386,1.274984488,94.93073461,225.8855234,2.379477251,17.1,23.5,26.43,0.02
3387,0.945151079,362.326933,6150.692302,16.97553161,18.7,137.1,48.02,0.11
3388,0.33,95.8,53.3,0.556367432,13.4,9.9,20.75,0.23
3390,0.5213,85.22453,284.61777,3.339622642,15.3,2.7,40.85,0.08
3391,0.4692,50.45073,1207.7599,23.93939394,20.8,10,49.78,0.06
3392,1.103986928,746.4306122,2861.040275,3.832962138,15.6,47,42.24,0.16
3393,0.3136,9.21984,112.17472,12.16666667,18.6,6.1,50.46,0.02
3394,0.3224,30.85771,238.74123,7.736842105,16.5,5.2,49.06,0.09
3395,0.312,27.378,15.21,0.555555556,13.3,0.6,20.66,0.07
3396,0.3136,52.24576,129.07776,2.470588235,14,2.5,48.26,0.13
3397,0.376804124,203.2583165,5508.784143,27.10238005,22.7,150.2,72.49,0.39
3398,0.393,21.62286,332.06535,15.35714286,21.1,5.9,45.98,0.04
3399,0.48122449,71.98238544,363.7928091,5.053914328,16.5,54.8,41.95,0.08
3400,0.814185393,886.7762953,809.6719778,0.913050994,13.4,16.6,36.8,0.36
3401,0.349981447,231.4175213,2131.135809,9.209051229,16.2,103.8,58.8,0.5
3402,0.4704,6.14656,141.37088,23,21.6,8.5,47.26,0.01
3404,0.6321,143.77824,1984.60566,13.80324074,18.8,111,48.12,0.1
3406,0.271150278,48.22730543,1918.619695,39.78285078,23,212.3,51.24,0.17
3408,1.192951807,1557.325978,10973.26324,7.046221148,17.1,70.4,44.48,0.29
3409,1.203288521,1015.991874,2266.745247,2.231066315,13.4,39.8,45.93,0.19
3411,0.415081633,847.5797518,50267.55472,59.30716799,24.8,285.7,58.55,1.29
3414,0.785102459,792.0666483,27131.97012,34.25465544,22.1,199.5,55.49,0.34
3415,0.978098859,2945.802981,61872.81354,21.00371747,25.6,94.1,37.28,0.82
3416,0.934011628,544.0202474,11583.32137,21.29207768,18.6,175.4,52.02,0.17
3419,0.1148,26.08912,392.81608,15.05670103,18.3,129.7,52.77,0.54
3420,0.497407407,188.2478128,4811.496144,25.55937342,21.5,157.4,48.91,0.2
3421,0.071317829,0.980710294,139.1166396,141.8529412,27.7,543.6,70.71,0.05
3422,0.729380531,88.84087678,353.1774619,3.975393701,17,39.4,40.5,0.04
3423,0.649079628,1024.729047,40731.40793,39.74846626,25.4,180.4,52.49,0.64
3426,0.133486778,42.34604855,495.6843875,11.70556414,18.3,101.7,64.65,0.65
3427,0.251154599,104.5293676,1296.426713,12.40251177,19,98.9,55.63,0.45
3428,0.485601966,182.2245238,16193.28269,88.86445332,26,380.8,53.63,0.2
3430,0.32,156.8,100.8,0.642857143,11.2,1.2,42.25,0.37
3431,0.42406308,30.94019331,516.4632268,16.69230769,20.9,107.8,47.15,0.05
3433,0.561928105,62.24296104,216.7832415,3.482855537,15.9,40.8,40.2,0.05
3434,0.365454545,79.48895811,2753.966989,34.64590623,21.3,214.3,50.86,0.16
3435,0.500946197,294.830689,5067.409455,17.1875237,18,152.5,52.93,0.32
3436,0.4728,40.36136,13.97124,0.346153846,12.3,0.5,19.08,0.04
3440,1.102455969,3384.482569,581.379151,0.171777854,9.8,8,37.59,0.75
3441,0.87594702,1676.901751,2202.360014,1.313350656,13.2,24.8,39.56,0.58
3443,1.171324503,3241.761068,3751.450396,1.157226062,11.7,31,45.41,0.63
3444,0.3272,41.82025,65.23959,1.56,14,24.8,36.88,0.1
3446,0.681646489,49.03660571,34.46630279,0.702868852,13.9,11.3,21.58,0.03
3447,0.116182573,24.31087619,644.1004804,26.49433428,21.2,168.7,49.74,0.47
3448,0.551700224,143.3836018,671.7453748,4.684952576,13.6,80.8,57.89,0.12
3449,0.156521739,6.922915354,50.57760975,7.305825243,17.7,67.2,43.25,0.08
3451,0.408,24.9696,68.25024,2.733333333,15.2,36.9,41.91,0.04
3452,0.5698,66.2596,34.78629,0.525,13.2,0.6,20.47,0.06
3455,0.94,412.4,4509,10.93355965,18.3,92.9,49.23,0.12
3457,1.2036,281.68252,1418.47269,5.035714286,17.4,2.7,37.4,0.06
3458,0.828,53.56125,396.35325,7.4,17.5,3.9,46.81,0.02
3459,0.2045,20.07372,1490.47371,74.25,25.2,19.3,54.53,0.13
3460,1.914409222,936.9389114,1754.170166,1.872235367,13.5,33.3,42.85,0.07
3461,1.257888676,469.6439639,2806.08164,5.974912605,16.5,64,44.28,0.08
3462,0.781684211,457.0243546,1214.717474,2.657883462,13.7,45.3,45.14,0.2
3463,1.001132572,1067.210855,1167.427673,1.093905358,12,26.5,44.95,0.28
3464,0.361302682,60.95139531,219.8692033,3.607287449,16,41.2,39.6,0.13
3465,0.447202073,210.0672797,269.3738731,1.2823219,11.9,32.5,45.64,0.28
3468,0.2502,205.18902,3498.64668,17.05084746,19.6,7.2,49.39,0.81
3469,0.5004,62.60004,59.12226,0.944444444,14.6,0.8,22.68,0.06
3470,1.431423488,654.9870233,302.2129735,0.461402994,13,8.9,20.11,0.09
3471,1.254066852,2436.001099,15208.27921,6.243133147,14,100.1,66.4,0.41
3473,0.3612,304.41936,7940.27164,26.08333333,18.3,12.7,55.19,0.63
3474,0.164671533,4.519452288,35.02575523,7.75,19.1,58.9,39.32,0.04
3476,0.808,527.90175,895.13775,1.695652174,14,1.5,40.66,0.23
3479,0.399526963,385.4282349,5667.950564,14.70559251,19.9,106.5,58,0.66
3480,0.384180418,961.9201665,127142.8278,132.1760706,36.2,342,55.38,1.77
3481,0.5395,93.0015,230.7815,2.481481481,15.2,1.8,38.94,0.08
3483,0.724427481,130.5466814,1984.657351,15.20266413,19.9,107.6,44.79,0.07
3484,0.5694,705.98592,4028.724,5.706521739,15.6,3.9,46.23,0.6
3487,0.6688,45.42824,54.16444,1.192307692,13.2,1.2,37.7,0.03
3492,0.1584,8.36352,326.17728,39,26.2,10.3,51.66,0.07
3495,0.3552,326.80768,21.904,0.067024129,9.5,0.2,14.4,0.73
3496,0.421,2674.56669,217010.3356,81.13850232,33.5,13.4,49.36,3.79
3497,1.246540342,163.5104513,58.3378997,0.35678392,12.4,7.9,19.27,0.03
3499,0.415175097,116.6277809,23.66174961,0.202882619,10.4,7.6,31.3,0.18
3501,0.225728155,20.70738053,4.973032331,0.24015748,9.9,10.5,40.85,0.11
3502,0.20438247,7.620990143,8.652402343,1.135338346,14,18.1,32.01,0.05
3504,0.342,8.748,44.712,5.111111111,19.4,2,29,0.02
3505,0.647673861,32.97681164,345.3348101,10.47204969,18.1,91.6,59.91,0.02
3507,0.283657143,149.2294008,537.9636376,3.60494403,15.2,47.8,52.12,0.48
3508,0.172651163,27.77039264,10.50915306,0.378430121,12.6,8.2,19.46,0.25
3509,0.754458716,860.3882071,7016.839284,8.155434055,16.8,84.4,50.3,0.4
3510,0.947230769,443.4443018,20310.09427,45.80077857,23.9,228.2,54.14,0.13
3513,0.485649203,34.16410666,184.6648118,5.405228758,11.7,143,56.06,0.04
3514,0.553290323,145.1580291,536.5087612,3.69603228,15.6,45.6,42.72,0.13
3515,1.051115207,143.8508696,530.8097089,3.69,14.9,50,43.64,0.03
3516,0.201022727,101.2896178,13364.17523,131.9402277,28.7,483.4,70.05,0.66
3517,0.89955122,122.3851144,633.9916693,5.180300501,16.2,58.5,43.94,0.04
3518,0.128051002,2.986444969,138.6454238,46.42490494,24.5,221.9,54.45,0.05
3519,0.473,440.062,523.267,1.18907563,12.1,1.5,55.08,0.53
3522,0.5172,52.01308,527.56124,10.14285714,19.6,3.8,40.69,0.05
3524,0.342081448,593.4093733,15933.69125,26.85109466,22.2,158.5,69.35,1.38
3525,0.168786127,150.9904106,26658.42533,176.5570755,33.1,521.2,60.34,1.41
3527,0.2598,5.62467,131.2423,23.33333333,25.9,5.9,40.12,0.02
3528,0.526809524,173.3284694,177.5856599,1.024561404,11.9,25.3,44.51,0.17
3529,0.917968057,1470.019205,76587.96321,52.09997459,23.1,279.7,60.53,0.46
3530,0.666837456,289.4432104,3525.341715,12.1797354,18.6,101.1,49.01,0.17
3531,1.22625,519.5096062,1676.732645,3.227529626,15.2,41.5,44.74,0.09
3532,0.404619048,265.7230952,715.2136644,2.691575092,14.2,42.3,76.35,0.43
3533,0.530190476,130.8175238,1139.397272,8.709821429,16.8,90.4,59.74,0.13
3535,0.3906,39.55476,312.67096,7.904761905,18.5,3.3,42.65,0.07
3537,1.279700967,598.0620327,3391.919002,5.671517028,17.1,55.9,41.73,0.1
3538,1.324040729,270.3024224,3694.848192,13.66931217,20.7,89.5,43.75,0.04
3540,0.275714286,75.76497279,85.39396599,1.127090301,13.5,20,34.29,0.26
3541,1.074663626,35.9415496,1285.096817,35.75518672,20.3,248,59.08,0.01
3543,0.4796,1159.5856,20490.44784,17.6704918,20.1,6.4,55.26,1.45
3544,0.119040698,50.80239741,841.3725324,16.56166983,19.9,121.6,55.58,1
3545,0.502272727,711.0302867,37035.27477,52.08677529,25,244.4,54.89,0.76
3546,0.141876676,135.3115512,9658.063875,71.37649219,28.5,271.1,57.07,1.71
3547,0.857335702,953.6145666,11170.68299,11.71404399,18.1,103.3,63.72,0.34
3549,0.76137931,393.3259729,13502.85778,34.32994186,22.6,191.4,48.62,0.18
3550,0.209105181,22.26734916,86.74144649,3.895454545,15.6,47.8,43.8,0.13
3551,0.222619048,3.964739229,319.3993923,80.56,23.1,432.6,66.49,0.02
3552,0.095086129,36.40480976,202.3052179,5.557101361,18,50.2,39.62,1.09
3553,0.472994186,9.159203455,136.3526636,14.88695652,22.8,80.8,37.88,0.01
3554,0.944410983,249.9099828,3544.616954,14.18357488,18.9,111.2,52.88,0.07
3555,0.256537102,62.15510245,515.5217321,8.294117647,18.9,65.8,42.34,0.26
3556,0.045871639,0.776507982,23.59301908,30.38348558,22.7,167.3,46.65,0.1
3558,0.217288732,31.80684961,84.63310053,2.660845118,14.6,38.4,48.65,0.18
3560,0.811851852,164.7758573,659.1034294,4,18.1,58.4,39.72,0.05
3561,0.252,11.82762,16.11414,1.362416107,13.8,22.6,33.21,0.05
3562,0.197617729,4.803188281,101.8136524,21.19709794,20.3,146.1,55.82,0.03
3563,0.226537396,19.9968286,63.86439944,3.193726401,14,51,50.4,0.1
3565,0.3663,98.69121,130.84902,1.325842697,13.2,1.2,37.95,0.19
3567,0.290666667,127.4850159,576.8616145,4.524936602,15.9,53.1,42.75,0.39
3569,0.360921861,148.301623,672.9260438,4.537550096,16.3,50.4,41.96,0.3
3570,0.489316547,689.1434061,81088.17792,117.6651727,28.3,441.6,71.26,0.78
3571,1.563074866,1688.140131,1069.148974,0.633329517,13.7,11,21.2,0.18
3572,0.660137457,295.5472892,4604.826562,15.58067602,20,109.6,46.84,0.18
3573,0.273911205,28.11851839,940.8099191,33.45873016,22.3,190.1,57.02,0.1
3576,0.228763251,6.320328634,65.19358214,10.31490385,19.6,76,46.24,0.03
3577,0.389733096,93.86488385,1509.239787,16.07885425,19.4,119.9,47.78,0.17
3581,1.861012987,724.8664665,8626.858489,11.90130719,16.9,120.3,50.65,0.06
3583,0.111294118,13.61478201,32.14316955,2.360902256,14.7,33.5,41.75,0.27
3584,0.69777027,209.8732105,59.6715889,0.284322086,12,7.2,18.55,0.11
3585,0.675,40.5,60.75,1.5,13.9,1.2,37.59,0.02
3586,0.552462006,26.45289678,18.18170933,0.687323944,13.9,11.3,21.48,0.02
3589,0.015658263,0.210572072,5.407512024,25.68010076,20.4,174.5,62.31,0.23
3590,0.668676599,165.9325963,1253.777415,7.555944056,17,75,54.86,0.1
3591,1.01722323,1225.599695,43824.51313,35.75760773,22.7,197.8,50.2,0.32
3592,0.704039497,563.7555399,9199.969466,16.31907594,21.8,98,46.36,0.3
3594,0.35940919,40.0929619,1189.602296,29.67110036,22.6,164.2,46.96,0.08
3595,0.648816143,250.7289585,2919.720553,11.64492754,17.7,107.9,70.96,0.16
3596,0.77576779,1066.601282,23244.66058,21.79320518,21.9,129.4,53.12,0.48
3597,0.191040359,14.79598472,64.27142778,4.343842536,18,38.7,32.84,0.11
3598,0.037533632,0.157833457,0.713101007,4.518059856,17.5,42.8,37.03,0.03
3599,1.296781003,312.798346,10665.93138,34.09842641,23,182.9,47.96,0.05
3602,0.871410825,135.9076138,578.244732,4.254689755,16.7,44.9,39.12,0.05
3605,1.280681818,1642.183971,4877.832784,2.970332723,12.7,61.1,49.67,0.27
3606,0.834143167,1097.261213,4725.957614,4.307048821,15.6,52.9,58.21,0.42
3607,0.817486137,529.8599608,610.2251106,1.151672434,13.2,21.6,38.73,0.21
3609,0.767414796,253.5140108,1437.806322,5.671506352,17,57.1,42.65,0.12
3610,0.23245478,76.27679493,74.46329765,0.976224784,12.4,21.7,39.33,0.38
3612,1.760304679,4419.001869,910.6150087,0.20606803,9.6,10.2,43.96,0.38
3613,0.819220779,467.4185866,4570.628976,9.778449354,16.4,106,62.75,0.18
3614,0.505977213,2475.77604,51298.85124,20.72031169,24.5,105.3,45.11,2.55
3616,1.094874892,3395.664886,22974.56423,6.765851462,15.8,81.4,52.33,0.75
3617,0.128547009,11.2158913,114.9164111,10.24585635,17.8,92.1,52.85,0.18
3618,0.3552,228.67776,415.95696,1.818965517,12.6,1.8,61.63,0.54
3620,0.088860244,23.8441601,37.21396251,1.560716014,14.9,21.9,31.22,0.79
3621,0.36994709,83.95339436,520.1650122,6.195878274,16.1,70.3,45.04,0.16
3623,0.686180258,720.078025,37262.68652,51.74812344,24.3,252.5,55,0.42
3625,0.279,74.72736,3328.48116,44.54166667,22.9,11.2,55.48,0.3
3626,0.445429234,139.0737765,260.2177701,1.871077184,13.9,30.9,42.28,0.18
3627,0.104594595,6.212856099,55.91570489,9,17.4,85.6,56.19,0.15
3628,0.587002141,483.8687307,462.9437821,0.956754906,11.7,25.5,43.56,0.37
3629,0.4113,35.50433,254.79578,7.176470588,17.7,3.1,54.05,0.06
3631,1.008607595,1293.328424,3844.226648,2.972351473,14.5,43.8,44.18,0.34
3632,1.379283668,1229.488046,813.9843152,0.662051427,11.4,18.8,42.92,0.17
3633,0.344963145,36.36098014,4544.387953,124.979798,38.8,284.2,46.97,0.08
3634,1.63125,1496.25,2639.355469,1.763980263,13.8,29.1,38.49,0.15
3636,1.723539373,281.3283064,930.5547689,3.307718234,16.3,37,35.78,0.03
3638,1.195876289,200.2168137,500.5420342,2.5,15.5,31.4,36.34,0.04
3640,0.465138075,619.8563305,89495.19693,144.3805484,27.6,565.3,58.34,0.76
3642,0.619907834,484.0265484,1033.601833,2.135423846,14.9,29.3,36.58,0.33
3643,1.053,150.579,383.292,2.545454545,15.3,34,38.63,0.03
3644,0.126133333,56.53831111,300.1789867,5.309302326,17.8,48.8,44.46,0.91
3646,0.855515251,811.001388,9266.778876,11.42634157,18.4,97,49.57,0.3
3647,0.828861512,328.6915482,509.6387079,1.550507492,12.7,32.3,45.24,0.13
3648,0.388130081,6.62304845,254.1055985,38.36686391,25.2,176.2,50.39,0.01
3649,0.965240385,135.4011696,915.5698132,6.761904762,19.5,50.6,35.75,0.04
3650,0.408403194,866.8615006,22845.79066,26.35460295,21.4,167.6,53.56,1.35
3651,0.613210526,287.0983961,3905.89233,13.60471665,18.4,114.1,53.25,0.2
3652,0.469443726,671.9406757,18586.21386,27.66049822,21.7,169.1,49.92,0.81
3655,1.119846449,134.7275474,785.8720451,5.833046472,17.7,53.5,39.59,0.03
3656,0.671215971,808.2257015,917.1198883,1.134732398,12.3,26.2,46.51,0.48
3657,0.177853403,38.89483841,75.14904471,1.932108418,13.2,36.8,55.03,0.33
3659,0.766095535,136.1335671,859.5862381,6.314285714,16.8,65.3,43.88,0.06
3660,0.724096134,239.1192994,757.2345992,3.166764879,15.5,39.8,39.16,0.12
3661,0.115857633,19.68820071,127.9367414,6.498142888,16.8,67.8,52.3,0.39
3662,0.287982456,65.70395522,2162.17127,32.9077795,21.6,198.2,57.09,0.21
3664,0.570665083,169.0137828,4116.311618,24.35488722,19.9,175.6,54.65,0.14
3665,0.598506057,1008.781872,5600.621412,5.551865636,17.2,55.3,50.1,0.75
3666,0.682829828,329.2026396,1127.279993,3.424273859,14.6,49.8,43.59,0.19
3669,0.197224335,179.0790643,204.0768639,1.139590854,13.8,19.5,37.77,1.24
3670,0.254125413,170.9221046,6112.668693,35.76289157,24.4,175.2,55.15,0.71
3672,0.740813008,45.57541146,135.7767466,2.979166667,17.7,27.1,27.45,0.02
3673,1.096863905,418.9062358,958.7972795,2.288811189,14,36.7,41.62,0.09
3675,0.384444444,822.6032124,68065.2378,82.74370532,27.9,325.1,58.53,1.47
3676,2.092359932,1461.050372,15623.91312,10.69361702,19.7,78.2,40.46,0.09
3678,0.20648,363.3267648,14796.428,40.72485001,26.2,181.5,48.43,2.23
3680,0.6188,570.97152,217.51296,0.380952381,12,0.4,24.93,0.4
3682,0.201301775,110.4360597,42625.81765,385.9773499,31.6,350.5,95.61,0.71
3685,0.530254777,337.7165656,92059.00525,272.5925069,35.2,711.4,70.21,0.32
3686,0.324009662,368.2376397,1625.480187,4.414215202,16.1,51.6,47.04,0.92
3687,0.557007481,198.3798726,1586.963235,7.999618175,13.3,145.9,52.86,0.17
3688,0.756323529,513.3185229,10568.99231,20.58954009,22.1,119.5,47.47,0.24
3690,0.938969072,115.1036773,1407.598183,12.22895928,17.9,109.4,51.22,0.03
3691,0.317,97.28975837,781.9274678,8.037099494,17.2,79.9,46,0.26
3693,0.336206897,1256.01962,121275.8621,96.55570676,31.1,326.4,73.63,2.89
3694,0.493909866,528.6818425,9694.354443,18.33684016,20,130.6,62.42,0.57
3695,0.600376214,48.53164486,2329.034605,47.99001996,22.3,272.5,50.8,0.04
3697,0.802308802,115.9664726,6091.609176,52.52905464,23.5,271.8,52.08,0.05
3700,0.725834522,302.7155333,3270.454787,10.80372306,18.1,94,45.85,0.15
3701,0.49530343,1300.569848,4801.085121,3.691524241,16.7,39.8,40.9,1.43
3706,0.234503817,230.3746402,471.3467047,2.046000829,14.2,32.7,41.92,1.16
3707,0.944115169,1803.832614,1409.64389,0.781471561,11.4,22.2,46.28,0.54
3708,0.847628571,455.82152,10190.67699,22.35672636,23.4,116.5,42.35,0.17
3709,0.357552743,2372.284632,35072.62802,14.78432543,24.4,80,43.21,5.01
3710,0.59732687,537.3565649,2191.041668,4.077444682,14.9,56.1,50.41,0.4
3712,0.451289398,909.9925288,14010.74704,15.39655172,19.9,112.5,58.87,1.18
3714,0.583,168.54,3556.194,21.1,19.9,6.2,53.81,0.14
3716,0.434976153,78.01755632,33.07570651,0.423952096,12.8,8.7,19.83,0.11
3718,0.380909091,359.7315757,3920.174846,10.8975,17.8,100.4,46.4,0.64
3719,0.781349112,471.5504639,9839.744029,20.86678899,19.9,148.3,50.61,0.2
3720,0.220954064,14.27354599,2.469564172,0.173016864,11,5.5,17.07,0.08
3721,0.289834711,45.14509255,371.6374496,8.232067511,16.4,89.2,47.56,0.15
3724,0.528739003,50.55465876,799.8663367,15.8218126,19.9,113.3,50.54,0.05
3725,0.55,593.6,27.2,0.045822102,8.9,3,13.6,0.52
3726,0.154893617,101.5047533,531.515799,5.236363636,16.8,55.1,58.35,1.08
3727,0.790860849,1614.511482,11231.37293,6.956514745,16.2,79.5,51.3,0.69
3729,1.096614173,472.0123155,284.7249352,0.603215056,13.6,10.6,21.03,0.1
3731,0.719755725,531.2024763,1941.473628,3.654865545,15.7,43.9,40.04,0.27
3733,0.195365854,6.4921938,47.38254346,7.298387097,18,64.5,40.76,0.04
3734,0.390680787,162.5021759,3003.673525,18.48389727,20.3,127,52.92,0.29
3736,1.519352941,685.1116021,532.3797163,0.777070064,14.2,12.1,21.93,0.08
3737,0.288086643,127.8783771,618.6434073,4.837748344,17.5,45.7,37.44,0.39
3738,1.7248,804.44672,3430.28224,4.264150943,14.5,62.8,46.88,0.07
3740,0.327,31.63348795,124.8936969,3.948148148,16,45.8,41.95,0.08
3741,0.216140351,6.387042167,7.846937519,1.228571429,15.3,15.9,23.69,0.03
3743,0.582836538,84.80811298,277.2572924,3.269230769,15.6,40.4,39.98,0.07
3744,0.672971014,332.2240824,2879.109972,8.666168783,15.8,104.5,61.95,0.2
3745,0.234722222,12.95717593,28.05555556,2.165252345,15,29.3,47.38,0.06
3746,0.385443609,113.1016166,283.3343805,2.505131129,15.2,32.7,42.81,0.2
3748,0.466248038,197.9565713,234.2951285,1.18356833,11.7,30.8,46.5,0.24
3749,0.6383,60.27025,151.88103,2.52,15.5,1.2,51.3,0.04
3751,0.195234375,22.64515381,88.24695435,3.896946565,17,39.3,42.48,0.16
3752,0.41,31.4,73.1,2.328025478,17,14.5,26.34,0.05
3753,0.404466403,54.30661626,214.2530656,3.945247934,14.3,60.4,49.12,0.09
3755,0.589346247,2734.540504,3532.721839,1.29188865,15.1,18,30.41,2.12
3756,0.700549882,109.7698887,1434.558863,13.06878307,19.4,99,49.29,0.06
3757,0.50700707,525.8818191,11140.4158,21.18425738,19.9,153.9,62.06,0.55
3758,1.141168521,607.0389917,4633.226769,7.632502743,17.7,70,45.51,0.12
3760,1.015418994,222.5270872,5231.274505,23.50848416,23.3,122.8,43.77,0.06
3761,0.264093023,3.257990265,184.1367831,56.51851852,25.2,261.8,67.24,0.01
3762,1.049601251,409.3455517,4593.567353,11.22173512,18.4,95.7,47.91,0.1
3763,1.342265625,817.8690262,14170.46781,17.32608444,18.2,149.3,63.52,0.12
3764,0.84,360,6196.6,17.21277778,19,135.9,49.34,0.14
