YB,LM,TEMP,LRATIO,T_BOL,SURF_DENS
1011,31.92325764,22.6,176.7,47.5,0.09
1013,31.71871393,21.6,192.1,55.59,0.17
1015,24.96726058,20.1,183.3,59.51,2.03
1016,8.246106377,17.1,83.1,48.06,0.56
1017,10.78262505,25,56.2,39.21,5.11
1018,24,22.3,163.7,49.52,0.04
1019,2.877507599,15.2,37.3,40.06,0.11
1020,0.867803069,13.3,16.8,40.46,2.21
1021,37.00024252,22.5,211.1,55.63,0.75
1023,3.314673563,15.2,47.4,52.72,4.11
1025,7.357020866,16.8,77.1,47.03,0.58
1026,7.351823994,18.1,64.8,44.99,0.34
1027,1.678119349,13.1,32.3,45.9,0.37
1029,4.256852973,15.9,50.2,50.11,0.28
1030,15.56534397,19.9,115.4,48.43,1.66
1032,9,17.9,59.8,41.83,0.04
1035,4.100758397,16,47.6,42.92,0.38
1036,1.319362479,13,27.5,46.89,3.15
1037,22.47236181,22.5,125.7,45.09,0.14
1038,36.16004875,25.8,162.6,51.06,1.41
1041,18.83922922,19.9,138.1,54,1.17
1042,0.280548298,12.1,6.8,18.29,0.59
1043,22.41741425,20.4,152.3,53.32,0.1
1044,8.910422849,19.9,68.7,45.52,3
1045,1.430124496,12,35.6,46.79,0.56
1047,9.9341354,18.3,84.8,44.83,0.08
1049,4.2601633,16.9,43.2,49.24,0.26
1050,60.37125208,19.7,444.1,54.85,0.58
1051,51.64384625,21.4,329.2,102.81,1.38
1052,11.62813401,22.1,70.2,45.44,1.81
1053,1.192630723,13,23.6,38.93,0.53
1054,26.5773362,25.7,128.1,39.14,0.03
1055,2.1,13.9,34.8,41.81,0.15
1056,17.36257928,20.3,119.6,53.4,0.42
1058,3.899175434,20.9,29.3,32.04,6.24
1059,31.7009901,23.9,158.3,53.86,0.26
1061,2.127440709,13.6,37.5,43.85,0.53
1062,1.001489444,12.2,23.7,46.15,0.78
1063,4.835972513,15.9,56.9,44.65,0.5
1064,15.01318588,17.7,136.6,54.11,0.24
1066,4.122669874,15.4,52.8,47.69,0.62
1068,35.40921409,24.1,176.2,52.99,0.51
1069,30.53463927,22.1,179.4,52.57,0.68
1070,8.311144353,17.4,78.2,44.75,0.26
1071,4.78962157,16.1,55.1,50.89,0.6
1072,6.955102041,14.9,95.7,49.26,0.16
1073,7.992428868,16.7,83.3,46.7,0.23
1074,1.272377109,13.3,23.4,36.89,0.47
1075,32.85272702,21.6,199.7,50.64,0.29
1076,75.27866831,26.5,313.2,53.67,0.29
1078,13.70392157,18.5,115,49.13,0.32
1079,8.834548514,18.6,74.1,51.4,0.91
1080,6.726791329,16.5,72.3,44.5,0.1
1081,69.15317892,28.6,264.3,54.15,2.29
1082,10.59666584,18.4,89.3,46.75,0.11
1083,15.06862034,21.2,94.5,43.04,0.25
1084,149.9198218,33,432.6,51.37,0.38
1085,16.29233041,21.9,103.1,48.35,3.06
1086,13.79428865,19.7,102.9,47.62,0.91
1087,49.94174064,22.1,292.6,54.44,0.56
1088,3.100461274,16.9,32.3,40.43,0.96
1090,3.022634719,14.6,43.7,47.94,0.45
1091,16.08419911,23.6,88.3,45.27,2.98
1093,13.22638539,15.8,160.3,57.05,0.59
1094,1.036373657,13.2,21.6,31.61,4.17
1095,1.626522327,13.9,26.8,39.23,0.54
1097,16.90193486,26.4,76.7,39.69,3.6
1099,11.80325357,19.3,93.8,51.01,1.99
1100,8.446434885,18.2,73.1,43.63,0.15
1103,9.247742395,15.8,110,52.07,0.29
1104,9.429007234,16.3,104.6,50.66,0.29
1105,16.26332876,20,115.2,46.36,0.31
1106,2.254578953,14.2,35.9,54.06,1.01
1109,6.992231638,16.7,72.7,48.22,0.08
1111,8.676588526,17.1,87,52.54,0.39
1112,14.48580122,20,101,57.61,0.1
1113,27.90359976,21.8,167.2,61.13,0.1
1114,10.70262674,17.2,105.5,54.15,0.28
1117,12.94606713,17.9,115.9,49.78,0.22
1119,2.627166504,14.3,40.1,45.23,0.47
1120,9.448851775,18.1,83,46.77,0.53
1122,17.1211966,18.6,141.6,50.98,0.28
1123,0.914250934,14.5,14.5,27,2.97
1124,12.15789474,18.1,108.7,53.87,0.08
1126,3.663459901,15.2,48.3,41.9,0.19
1127,11.19517766,19,87.6,42.78,0.15
1128,16.00219486,18.4,138,52.98,0.85
1129,10.585,16.7,110.9,70.05,0.06
1132,8.255158642,17,82.8,45.44,0.19
1133,0.30085463,10.8,10.1,34.38,0.64
1134,114.8735632,30.9,371.1,50.92,0.55
1136,2.17889985,14.4,32.4,40.33,0.16
1140,6.060606061,14.4,91,49.35,0.12
1141,3.935114504,14.2,61.7,46.15,0.18
1142,1.867449804,17.1,19.1,24.54,1.06
1143,33.93711565,23.3,179.5,48.76,0.44
1144,0.777000097,12.6,16.7,34.27,0.19
1145,3.014806454,13.5,53.8,47.3,0.56
1146,0.5565916,13.4,10.2,20.75,0.21
1147,2.15208662,13.8,35.7,41.54,0.23
1148,40.66730986,23.9,208.7,77.03,1.14
1150,35.24371585,21.5,218.4,50.35,0.44
1152,8.191850594,17.2,80.9,72.19,0.37
1153,4.665025052,15.6,59.9,45.59,1.89
1154,100.4024797,36.4,237,42.53,0.11
1155,13.81981836,17.1,139,60.22,0.58
1156,6.215705247,16.2,70.9,53.33,0.62
1158,11.47179732,18.6,95.1,44.64,0.44
1159,3.504895393,14.3,53.4,49.33,0.48
1161,3.941471572,16,45.6,40.26,0.08
1162,9.931684279,19.2,78.2,47.19,1.08
1163,17.11428571,20.5,115.6,44.96,0.04
1165,63.79220138,25.2,290.1,49.91,0.13
1166,39.10995796,26.3,172.5,47.13,2.12
1168,11.53612952,18.6,94.2,49.28,0.26
1169,44.11337643,23.5,231.7,51.97,0.8
1170,28.85206913,23.5,155.2,51.79,1.75
1172,18.30624187,21.1,114.6,43.3,0.15
1173,4.313281233,13.7,73.8,54.86,0.76
1174,7.584068768,17.9,69.2,44.54,0.87
1175,1.857637886,13.9,30.8,42,0.87
1177,47.22109675,26.2,200.2,49.55,0.11
1178,11.26187131,19.3,88.8,45.71,1.71
1182,9.627689943,19.4,73.7,41.96,0.67
1186,8.520024272,17.2,83.6,46.95,0.03
1187,20.2154541,21,129.8,45.92,0.12
1188,86.08542818,28.4,322.6,59.58,0.88
1190,5.565653585,16.4,61.7,43.32,0.06
1191,8.801871658,19.1,69.5,41.7,0.58
1192,15.20634921,19.2,2.3,48.2,0.48
1194,0.662790698,14,10.7,20.99,0.67
1195,2.887806462,15.9,34.8,38.11,1.13
1197,2.561267185,13.5,45.5,93.02,0.07
1198,0.983851817,12.2,23.1,41.56,0.54
1201,35.33450647,22.2,208.9,56.19,1.34
1202,17.75306564,24.8,81.7,30.38,0.18
1204,9.139781775,19,73.1,42.52,0.84
1207,4.631205674,17,46.4,37.96,0.05
1208,86.47890331,28.6,327.2,54.2,1.81
1209,2.705426357,14.8,0.6,40.53,0.21
1210,3.917140438,16.4,45.1,45.51,2.13
1211,1.708920188,13.8,0.5,52.03,0.4
1215,26.09950151,22.2,155.3,51.94,1.61
1216,30.4056338,21,195.5,81.97,0.22
1217,26.68308327,24.4,130.8,48.9,0.94
1218,12.74090082,20.3,91.8,54.99,1.95
1219,4.695687371,16.4,51.3,47.67,0.33
1220,19.43300769,19.3,151.6,63.27,1.16
1221,5.714659922,19.1,46.7,37.96,2.32
1222,43.10168625,24.8,209.7,51.9,1.74
1223,29.71366906,20.8,195,54.69,0.34
1224,27.29316462,22.9,149.2,46.11,0.63
1225,20.66433951,22.4,121,51.25,1.37
1226,2.194169919,14.1,35,44.76,0.58
1227,10.58543834,18.7,86.9,44.72,0.54
1228,140.2718967,33,427.2,51.97,2.54
1229,26.37847222,26.9,106.6,38.37,0.05
1230,16.49143249,23.4,85.4,38.91,0.03
1234,8.841745081,16.5,96.1,48.3,0.77
1236,5.628921194,16.3,61.7,45.15,0.1
1237,6.325591523,16.2,70.9,47.09,0.21
1238,56.58085822,28.4,218.7,63.39,2.1
1241,12.70985915,18.7,104.5,47.04,0.29
1243,10.10539846,18.8,81.4,43.47,0.14
1244,72.96635467,27.1,290.7,48.97,0.11
1246,5.219008264,16.8,16.8,41.72,0.06
1247,5.114074976,13.5,90.5,53.74,0.34
1249,0.239906178,10.8,8.1,37.88,1.12
1251,37.56979866,22.3,215.7,52.47,0.36
1252,24.31445183,20.3,166.7,49.12,0.22
1253,0.285714286,12.1,0.1,18.4,0.42
1254,31.88647202,29.8,120.9,44.86,4.72
1255,29.53746531,25.1,139.4,46.27,1.32
1256,38.83557047,30.1,129.8,40.46,0.2
1257,2.13874463,13.2,40.3,51.04,0.45
1260,2.664563249,14.9,36.9,41.66,0.71
1261,58.97965412,21.2,293.2,63.26,0.28
1262,1.51704649,14.6,22,38.43,0.55
1264,21.81081081,17.6,203.2,51.23,0.05
1265,19.33053986,18.8,154.9,49.79,0.25
1267,13.86141603,19.4,104.2,46.97,0.19
1269,21.54237671,21.6,133.1,65.44,0.74
1271,10.41937829,16.7,110,67.76,0.3
1272,19.38643533,22.2,112.3,52.03,0.12
1273,85.42105263,25.6,2,69.71,0.16
1274,8.064750021,16.9,65.5,49.22,0.58
1276,21.52201258,15.3,275.3,131.9,0.03
1278,2.128379106,15.2,27.9,23.33,0.4
1279,4.818181818,16.4,51.8,43.12,0.11
1280,6.558464223,15.8,2.2,47.28,0.45
1281,0.7790111,14.2,1.1,21.95,0.17
1283,40.27983628,28,56.3,47.78,1.82
1284,11.94856051,18.3,69.4,46.1,0.17
1285,18.76323988,21.4,51.5,44.65,0.03
1286,34.95481527,22.6,34.1,63.41,3.21
1287,0.523628463,11,10.7,43.13,0.36
1288,35.10738936,21.7,213.8,58.23,0.59
1289,4.297453907,16.2,48.3,40.76,0.21
1290,11.57218896,21.2,52.2,38.99,0.11
1291,0.541628377,13.3,7.8,20.66,0.09
1292,7.188876446,18.3,37.5,40.23,0.1
1293,6.751653804,16.7,48.8,45.84,0.07
1294,12.67513242,18.8,66.9,56.87,0.48
1295,6.034261784,15.7,49.2,52.08,0.88
1296,8.334844193,18.4,42.8,42.42,0.21
1298,4.633779414,18.6,39.6,35.95,1.36
1299,10.35722867,17.6,59.5,62.77,0.61
1301,16.92560336,19.6,80.6,56.33,1.51
1302,5.551724138,14.9,76.8,46.88,0.06
1303,5.632223498,16.8,39,41.77,0.14
1304,3.394795747,15.4,31.3,42.55,0.16
1305,14.05232945,16.8,56.3,69.23,0.37
1307,6.168974717,15.8,53.3,45.65,0.18
1308,5.158626114,15.7,19.2,48.42,0.25
1309,4.788992798,16.4,52.2,45.44,0.24
1310,16.6557508,20.6,110,46.79,0.05
1311,2.782227371,14.4,14.2,45.32,0.49
1313,1.789260789,14.6,8.4,42.27,0.88
1315,4.681398557,16.2,45.5,52.37,1.62
1316,24.36944178,29.2,95.6,41.84,4.75
1317,45.30551518,32,150.2,49.23,4.01
1318,1.838510554,14.9,3,35.59,1.13
1319,2.15574731,15.1,10.8,37.48,0.81
1323,71.04212761,32.3,201.9,56.72,3.69
1326,2.134600977,15.1,18.1,39.43,0.71
1327,3.551227773,16.5,38.3,39.9,0.02
1328,3.079884358,13.7,29.4,53.58,0.26
1329,62.0728125,22.9,338.3,64.88,0.32
1332,20.95501374,23,68.8,46.15,0.23
1333,19.1855476,23.2,107.5,45.29,2.4
1334,4.140550006,16.3,46.4,43.2,0.66
1335,8.728219584,18.5,75.1,53.23,1.36
1336,5.674958882,15.1,75.3,48.1,0.25
1337,15.39749373,17.7,142.2,51.44,0.06
1339,27.93251617,26.4,129.2,46.68,4.29
1341,19.18402546,21,125.9,58.36,1.2
1343,3.377830348,16,40.4,43.21,1.52
1344,14.19022194,19.6,107,48.62,0.8
1345,0.570384112,11,17.9,45.14,0.15
1346,2.634035088,14.4,39.5,42.56,0.35
1347,5.851383029,16.3,64.2,47.38,0.14
1349,5.719146304,16.4,63.3,46.94,0.46
1351,2.586149584,15.6,31.8,34.7,0.14
1352,15.4,21.4,1.7,47.69,1.07
1353,16.05491202,20.3,113.7,51.26,1.33
1354,18.33351691,19.9,132.3,50.22,0.54
1355,7.342105263,16.9,1.6,50.32,0.55
1357,1.250434957,12.7,26.5,43.24,0.69
1358,2.3378339,15.1,31.2,38.91,0.36
1359,1.709746215,12.4,37.9,49.66,0.34
1360,6.510948905,18.7,0.9,47.26,1.54
1361,4.45257732,17.3,44.7,43.12,1.73
1364,62.91176471,25.3,5.8,49.19,0.1
1365,0.721814295,14,11.6,21.67,0.28
1367,27.39521581,22.8,147.1,47.25,0.04
1369,4.927631579,16.2,1.2,73.77,1.27
1370,0.867383513,12.3,0.4,61.89,1.3
1371,25.82611997,23.3,140.7,47.57,1.68
1372,2.406504065,14.5,35.9,40.46,0.17
1373,5.2248394,15.3,1.5,56.92,0.85
1374,17.40082645,19.3,2.8,53.56,0.83
1375,2.419405077,15,32.4,38.69,0.18
1376,3.262197393,14.8,46.1,47.32,0.31
1377,6.296703297,16.7,1.4,48.03,0.28
1378,0.913803873,12.9,18.6,38.55,1.11
1379,8.539007092,18,76.2,47.85,0.34
1380,0.901409524,12.3,20.2,39.48,0.25
1381,10.70168154,19.1,83.9,46.93,0.47
1383,4.579153094,15.8,53.8,44.02,0.05
1386,3.130927903,13,62.2,48.68,0.56
1388,7.053483756,15.6,85.9,49.22,0.06
1389,24.25436333,19.1,190.2,49.59,0.32
1390,143.4552402,31,469.9,59.59,1.36
1391,19.77711294,21.2,125.1,47.64,0.22
1392,30.39473684,21.6,3.9,48.63,0.2
1393,69.92345277,24.9,322.7,54.96,0.19
1394,62.78089172,28.3,5.2,57.47,2.95
1395,1.798554309,14.8,25,33.09,0.09
1397,29.13385827,23.5,149.7,44.81,0.29
1398,14.81849484,18,129.5,47.74,0.08
1400,33.71533803,22.4,190,47.2,0.15
1403,6.79338986,17.1,66.6,43.53,0.15
1404,78.16167491,27.3,309.7,76.6,0.31
1405,22.67845773,23.1,128.6,47.85,2.69
1406,194.6747695,33.2,543.8,54.26,0.12
1407,105.3297342,23.4,556.9,56.49,0.84
1409,31.3844023,22.5,183.7,52.59,1.78
1411,16.38285145,22.4,94.8,43.34,1.16
1414,16.55972175,20.6,109.8,42.93,0.08
1415,8.208782104,20.6,64,46.87,6.84
1417,6.736451613,17.7,61.5,41.61,0.21
1419,2.031810074,16.7,22.6,32.01,2.42
1420,11.60063035,18.5,97.5,46.5,0.03
1421,0.49107497,11.4,13.9,34.81,0.4
1422,0.675241479,11.6,18.4,37.16,0.24
1423,24.47036448,21.8,148.1,49.67,0.58
1424,1.754143646,14.3,26.8,35.7,0.13
1425,22.02978236,20,157.1,56.18,0.32
1426,25.78512156,18,228.7,52.23,0.24
1427,9.476480589,20.4,64.4,41.7,0.23
1428,12.18640119,18.9,98.4,49.92,0.46
1429,6.244094488,17.9,55.8,40.17,0.16
1430,10.89943239,19.3,83.7,46.22,0.55
1432,4.73696159,14.3,71.8,57.51,0.18
1433,21.15700344,22.6,121.2,50.1,1.52
1434,7.819740293,13.7,131,50.89,0.25
1437,7.798387097,17.1,77.8,45.79,0.11
1438,29.58119658,22.3,166.8,47.51,0.06
1439,0.979210712,12.2,22.6,39.94,0.19
1440,2.171428571,14.4,0.7,38.6,0.13
1441,2.5952,15.3,33.9,38.93,0.75
1443,3.561378659,18.3,30.4,28.27,0.2
1444,19.76380368,20.1,139,58.91,0.44
1445,2.689883914,14.8,38.2,43.35,0.53
1446,32.78358015,21,213.2,61.81,0.85
1447,45.59872611,23.1,241.8,49.45,0.1
1451,14.60874471,17.1,144.7,50.73,0.1
1454,2.342098343,14.5,34.5,41.35,0.36
1455,2.440105309,15.2,31.7,38.99,0.18
1456,43.28947368,26.1,185.5,49.23,0.29
1457,42.88579172,22.6,243.1,59.14,0.89
1460,11.96653491,19.8,88,45.51,0.83
1462,15.29386906,20.5,106.5,50.04,1.29
1464,59.19400004,25.9,267.7,64.99,2.04
1465,1.460871137,13.5,25.9,38.09,0.24
1466,195.6103352,22.9,1096.5,87.6,0.08
1467,2.39,14.2,0.7,41.55,0.24
1469,5.810953398,16,67.3,46.7,0.29
1470,16.71114795,18.9,130.5,49.81,0.04
1471,6.852182163,15.8,82.5,47.85,0.38
1472,0.683312791,11,22,46.49,0.4
1475,102.3619764,40,215.6,40.56,0.09
1476,10.33330536,18,95.1,60.11,1.88
1477,7.043422607,17.6,65.3,41.9,0.2
1478,159.7695631,37.1,410.1,53.04,2.91
1479,18.34195547,21,119.4,48.69,0.89
1480,9.188014101,20.2,63.6,42.53,0.13
1481,22.35641238,22.8,124,45.04,0.6
1482,1.378792057,13.2,25.7,39.67,0.16
1483,15.78121951,19.9,111.9,49.02,0.17
1484,0.26802516,10.7,9.4,31.24,0.46
1486,5.265639374,16.8,56.6,50.02,2.02
1487,1.797535798,12.7,37.8,45.53,0.32
1490,15.36590585,19,122.3,51.04,0.41
1491,1.345163278,14,21.6,34.24,0.34
1493,2.669569367,15.1,35.9,39,0.28
1495,1.823007339,14.4,27.5,36.62,0.18
1496,0.720720721,12.1,17.2,36.3,0.49
1500,38.03693772,26.4,168.6,50.99,2.48
1501,0.822878229,11.5,22.9,43.96,0.31
1503,1.144295302,15.1,15.2,23.4,0.16
1504,7.598611914,17.5,71.3,44.25,0.11
1505,10.9375,17.8,101.6,46.99,0.12
1506,13.18649789,21.4,81,40.51,0.05
1507,6.539088814,16.2,73.6,52.43,0.17
1508,10.10411244,17.7,91.9,46.28,0.11
1509,13.89721845,18.4,117.8,48.99,0.26
1510,8.852109613,18.7,72.5,42.55,0.06
1511,4.249384742,15.8,51,46.99,0.34
1513,9.37986732,18.8,75.6,45.54,0.33
1515,2.773422726,14.9,38.8,41.63,0.73
1517,9.340392462,17.8,84,45.76,0.28
1519,0.966948219,14.9,13.4,22.47,0.4
1520,15.37392857,18.5,127.5,51.41,0.12
1521,4.822215163,16,54.7,55.44,0.03
1522,6.831533301,17.1,68.5,44.46,0.38
1525,42.21547044,24.9,198.5,59.7,0.59
1526,48.64205817,25.5,215.6,49.67,0.11
1527,7.455922376,18.3,66.4,43.74,1.94
1528,4.351078882,16.2,48.5,41.83,0.18
1529,3.803129657,15.9,44.3,39.55,0.1
1530,22.40631164,21.3,140.1,52.21,0.04
1531,5.433823529,15.2,1.3,48.89,0.05
1532,4.852683781,16.4,53.4,43.51,0.1
1533,20.53608247,20.1,2.9,48.44,0.48
1536,10.08285339,20,74.1,43.9,1.57
1537,4.447368421,14.3,68.1,52.02,0.37
1538,11.0975698,16.5,117.4,61.69,0.23
1539,2.881680715,14.3,44.8,47.48,1.26
1540,31.52438655,24.5,151.9,47.2,0.56
1541,27.16557734,23.5,138.9,44.9,0.07
1542,11.23282241,19,87.5,52.63,0.16
1543,20.27027504,22.1,120.9,49.17,1.14
1545,3.830357143,15,52,52.1,0.18
1546,41.35185185,26.3,181.6,49.99,2.04
1547,14.05263158,19.4,107.9,49.04,0.14
1548,60.79567178,25.7,279,65.61,1.95
1552,38.72219926,22.7,214.2,52.81,0.33
1555,0.4732046,13.2,9,20.01,0.36
1556,1.698156839,11.7,44.6,47.63,0.19
1557,9.54058127,15.2,125.5,54.35,0.08
1558,5.117867166,16.1,57.4,43.36,0.1
1559,28.43809524,21.6,173.9,48.83,0.36
1560,7.100758739,19.3,63.5,48.51,6.73
1561,4.122514675,14.4,61.4,48.65,0.1
1562,5.074074074,15.8,1.4,48.13,0.22
1563,4.494298921,16.4,50,42.72,1.05
1564,5.386009485,16.5,59.9,55.04,1.52
1565,67.58298352,34.8,191.9,47.43,3.04
1566,6.440282302,17.1,64,44.5,0.37
1568,6.384049702,15.7,78.3,49.49,0.73
1569,25.18537633,22.3,146.6,55.75,1.07
1570,119.3174191,29.1,443,65.29,2.07
1571,10.10326087,18.4,84.9,47.92,0.21
1572,6.563739377,16.5,70.7,46.15,0.16
1573,23.73278585,21.7,143.5,48.36,0.38
1574,5.210526316,16,60.9,43.99,0.05
1575,32.61136217,22.2,187.9,56.16,0.1
1576,8.278253937,17,84.7,47.71,0.23
1577,0.328641644,12.3,7.6,19,0.18
1578,11.76829268,18.9,95.7,50.26,1.16
1579,28.36373938,21.6,172.5,53.64,0.38
1580,50.16475973,27.1,199,46.61,0.02
1581,2.827990747,14.9,38.4,41.63,0.05
1582,1.031778115,12.5,22.8,48.12,0.72
1586,1.305021117,13.9,21.7,33.03,0.14
1587,4.058627087,15.3,52.5,45.08,0.29
1588,52,26.4,256,49.13,0.01
1589,19.11250587,21.1,123.4,46.53,0.57
1590,7.055508594,16.1,80.5,46.96,0.1
1591,3.154380706,15,42.4,41.58,0.16
1592,23.87641215,25.1,112.5,44.8,1.41
1593,13.36962525,20,94.1,44.17,0.13
1594,21.06007836,20.8,141,50.29,1.07
1595,14.54546526,20,108.1,49.04,2.03
1596,13.33702269,18.2,114,47.52,0.11
1597,6.610319355,15.6,81.8,49.71,0.32
1598,3.19664723,15,42.7,42.05,0.28
1599,13.50390703,20.2,93.9,42.32,0.08
1600,23.23334191,23.6,118.5,42.13,0.09
1601,3.26055932,15.5,40.3,38.79,0.24
1602,4.244094488,16.1,48,40.83,0.12
1603,90.39966153,26,393.1,53.55,0.71
1604,2.7482635,15.2,36,40.33,0.46
1605,2.316662173,14,37.1,43.74,0.35
1606,5.514282383,16.4,60.6,42.07,0.08
1607,9.816237239,18.2,85.1,45.17,0.07
1608,2.27634503,15.2,32.4,42.49,3.95
1609,13.54068241,17.5,127.7,51.55,0.13
1611,17.49111374,18.8,140.6,49.53,0.23
1612,8.767509482,17.3,85.5,45.12,0.3
1613,0.095012122,8.9,6.2,36.71,0.57
1616,2.162393162,14,34.7,41.52,0.1
1617,9.135055784,17.3,89,49.34,0.28
1618,1.697132285,13.7,28.9,41.75,0.21
1619,3.368452381,15.2,43.8,43.91,0.17
1620,112.8712971,29.9,383.1,58.21,0.35
1621,44.70281606,22.3,256.1,54.76,0.18
1622,11.00371287,18.9,89,50.04,0.21
1623,9.729812072,13.7,170.4,61.2,1.76
1625,6.626868771,17.3,64.3,43.04,0.11
1627,23.0030581,22.9,123.9,44.36,0.25
1628,7.813288478,17.2,76.7,46.07,0.18
1630,6.239296188,17.1,61.9,44.19,0.06
1631,2.107015032,14.7,29.9,37.13,0.1
1633,4.454281848,16,51.6,41.6,0.17
1634,61.43064833,30.1,216.7,47.36,2.44
1635,1.76196319,13,35.8,45.07,0.06
1636,10.10194371,18.3,86.7,47.27,0.48
1637,24.74571429,23.3,126.6,43.34,0.03
1638,20.16167979,20.4,136.1,48.8,0.06
1639,14.87394761,15.6,182.4,51.55,0.18
1640,2.75730071,15.8,32.7,35.86,0.05
1641,1.560638823,13.5,27.7,39.83,0.31
1643,7.328671329,16.9,75.3,51.97,0.58
1645,20.82974856,18.1,179.3,56.53,0.03
1647,2.595509822,13.7,44.4,45.43,0.31
1648,1.42851475,13.5,25.2,38.94,0.2
1650,6.136178224,17.5,57.8,44.54,0.34
1651,1.888068556,13.6,33,43.08,0.18
1653,1.054462039,11.9,26.7,51.16,0.78
1654,3.465878967,14.9,47.9,42.31,0.3
1656,19.08035714,20,135.6,47.7,0.17
1657,0.559441221,11.1,17.1,42.8,0.28
1658,60.0649185,23.1,318.4,55.16,0.26
1659,12.41995614,16.6,131.6,53.32,0.27
1660,3.368421053,14.6,48.1,44.84,0.12
1661,5.561517114,16.4,61.3,42.66,0.11
1662,0.189249294,10.7,6.6,28.69,0.85
1663,1.573454736,13.3,29,46.46,0.48
1664,5.385583524,15.9,63.1,43.83,0.06
1665,272.375,38.8,595.4,55.8,0.02
1666,47.75740123,23.5,256,54.15,1.59
1667,2.538653812,15,34.6,39.04,0.29
1668,4.071001573,14.2,63.5,60.25,0.57
1669,8.908308854,20,63.4,36.88,0.08
1670,8.603393425,18.2,75.4,42.95,0.03
1671,16.45679012,17.1,4.5,62.4,0.06
1672,24.00325027,23.8,123.7,42.68,0.01
1673,0.389887245,11.6,10.6,28.52,0.27
1675,19.16053512,21.4,117.9,44.87,0.15
1676,10.56451613,18.4,2.2,52.7,0.39
1677,1.948776115,13.4,35.3,44.14,0.29
1678,2.382654556,15.6,29.1,33,0.08
1679,18.57932466,22.5,104.8,42.58,0.54
1680,3.213910761,15.8,38.1,40.22,0.27
1681,17.82602574,20.4,121.3,46.69,0.22
1683,7.896608616,19.7,58,37.77,0.54
1685,51.89071456,25.9,232.9,51.33,1.52
1687,21.02436767,22.3,120.3,46.06,0.14
1688,4.605243446,15.8,54.5,46.09,0.15
1689,11.093831,17.7,101.1,47.62,0.28
1691,2.390294808,14.8,33.5,42.15,0.18
1694,1.603323506,13.7,27.2,39.27,0.2
1695,21.05140533,26.2,89.1,34.91,0.04
1697,8.228215768,19.3,62.6,40.88,0.06
1699,0.75710254,12.8,15.4,26.94,0.19
1701,61.84583115,24.1,305.6,52.99,0.16
1702,1.705104907,13.5,30.2,37.38,0.21
1704,3.164726373,15.8,37.6,38.08,0.23
1708,5.892169755,16.4,65.2,46.31,0.41
1711,2.042844257,15.4,25.8,31.42,0.13
1713,7.860315186,18.8,63.1,41,0.22
1714,0.720230658,11.2,21.7,45.65,0.39
1715,4.294709082,16.4,47.5,41.83,0.85
1716,4.25,14.5,63,52.38,0.11
1717,33.64646465,22.4,189.9,48.77,0.08
1719,3.018841262,14.3,45.9,44.82,0.07
1720,5.194998251,17,53.8,46.82,1.08
1722,45.02300885,24,226.4,56.39,0.67
1723,15.42602041,19.6,113.7,46.2,0.1
1724,3.170731707,15.9,36.6,37.77,0.24
1725,8.536101415,17.4,82.1,53.03,0.52
1726,130.5849335,23.9,653.1,130.82,0.04
1728,1.221403152,13.3,22.4,36.76,0.3
1729,29.05218647,23.1,155.5,49.39,0.12
1731,1.015467904,13.3,18.7,32.51,0.36
1732,61.19743739,24.7,291.8,60.1,0.54
1735,0.218902572,10.1,9.1,33.23,0.24
1737,25.42424242,19.1,200.3,60.2,0.32
1738,3.490602307,13.8,58.8,48.22,0.25
1739,5.882747372,17.5,55.6,38.83,0.11
1740,33.54520548,26.5,143,41.93,0.03
1741,27.86848787,19.4,211.2,52.38,0.37
1743,0.79970902,14.2,12.3,22.04,0.11
1744,7.890121439,18.1,69.5,47.99,0.61
1745,9.440865892,18,84,45.19,0.12
1746,9.034499673,17.6,84.3,50.81,0.23
1750,6.263367652,16.1,72.2,46.74,0.39
1751,15.55,18.4,131.4,51.3,0.14
1752,63.16302401,25.1,297.9,56.02,1.32
1754,25.000333,20,180.7,61.47,0.89
1755,0.593734744,11.4,17,41.96,0.15
1756,15.85116525,19.6,116.1,48.62,0.04
1757,21.81325498,23.1,117.4,63.09,0.38
1758,3.045183374,14.7,43.4,46.8,0.23
1759,20.38888889,22.5,113.1,43.58,0.08
1760,7.108695652,16.3,79.7,52.91,0.16
1761,19.23529412,20.1,134.7,49.32,0.2
1766,1.827868852,14.7,25.6,39.32,0.26
1767,39.11463845,24,191.9,47.5,0.03
1768,28.95652174,20.6,196.4,55.23,0.18
1769,1.084159575,13,21.1,37.03,0.31
1770,4.04587156,17.4,38.1,33.32,0.11
1771,29.12490537,22.5,162.9,47.54,0.04
1772,2.507077786,14.5,36.5,39.55,0.21
1774,26.13297601,20.8,170.9,66.5,0.12
1776,4.033333333,15.5,50.2,44.01,0.13
1778,0.5475,12.7,11.4,28.1,0.3
1780,58.12531328,29.4,194.6,48.24,0.01
1781,103.453202,31.5,317.7,49.12,0.06
1782,25.07003699,21.4,155.9,48.96,0.39
1783,0.875463234,12.9,17.3,30.51,0.19
1785,2.189552239,14.7,31.3,38.65,0.39
1786,21.32826261,21.8,128.2,44.04,0.04
1787,71.82374631,24.3,351.1,71.27,0.09
1788,3.299263751,14,53.3,52.1,0.17
1790,27.61818182,19.5,208.4,54.31,0.59
1791,14.07808771,24,76.6,41.25,3.75
1792,9.428152998,20,67.7,39.64,0.91
