YB,LM,TEMP,LRATIO,T_BOL,SURF_DENS
4509,3.352340094,16.3,38.7,43.19,1.8
4511,15.87553648,18.5,132.5,48.74,0.18
4512,14.965726,8.5,1493.1,75.69,13.65
4513,6.648717949,17.3,63.8,42.04,0.1
4516,0.419295839,11.4,12,34.22,0.19
4517,4.664270309,16.4,51.4,41.15,0.08
4518,6.973634724,15,94.8,51.66,0.32
4519,23.73333333,23,128.7,44.7,0.09
4520,4.555536181,16.4,49.5,40.32,0.04
4521,11.16106043,18.7,90,43.54,0.05
4523,4.396728972,16.2,49,42.15,0.17
4524,44.93327032,25.9,195.5,52.21,0.11
4526,8.229683973,19,64.4,38.69,0.04
4527,0.965613799,12.8,19.8,40.98,0.16
4528,16.64285714,19.6,123.3,47.08,0.13
4529,39.52083333,22.1,227.7,71.05,0.14
4530,0.161569533,10.9,5.2,16.89,0.18
4531,20.31457862,19.5,152.5,49.15,0.54
4532,24.10714286,23.4,124.1,46.46,0.13
4533,8.035087719,17.3,78.2,70.72,0.09
4534,4.613404689,16.9,47.3,46.14,0.08
4535,0.98744478,13.3,18.1,33.15,0.19
4536,19.51744584,21.1,123.6,45.47,0.05
4537,6.057312723,16.4,66.4,45.04,0.07
4538,2.72845561,15.3,34.6,40.09,0.16
4540,15.45550847,20,108.6,44.35,0.03
4541,3.44527866,15.8,40.6,39.45,0.06
4542,9.123755915,17.3,91.9,50.42,1.87
4544,10.81144148,17.1,106.5,52.18,0.2
4545,2.63146598,14.5,39.2,43.15,0.36
4546,1.13361437,14.1,18.1,30.5,0.57
4547,1.801186944,14,28.7,38.34,0.03
4549,2.771822358,14.2,43,46.58,0.07
4552,6.68797954,17.2,65.2,44.61,0.16
4554,48.77198582,24.3,235.9,53.52,0.07
4555,9.163959713,16.7,96,52.93,0.05
4556,26.16052376,21.6,159.2,46.16,0.07
4557,19.44944708,19.4,146.3,55.59,0.09
4558,8.2287455,17.2,80.1,47.15,0.22
4560,5.45154911,18.1,47.5,36.37,0.11
4561,1.289374411,13.1,24.5,44.93,0.1
4562,30.29521277,20.7,200.7,54.82,0.45
4563,38.48058252,22.9,206.7,51.27,0.09
4565,7.891228748,17.2,76.4,45.35,0.11
4566,2.512643678,15.1,33.7,36.78,0.11
4568,3.548850575,14.7,51,44.63,0.25
4569,10.820673,22,67,39,2.37
4571,8.897330595,16.5,94.6,48.76,0.08
4572,18.72931034,27.5,58.6,31.89,1.53
4576,34.36903531,27.5,143.2,60.89,2.83
4577,0.666649742,12.5,14.8,34.51,0.76
4578,6.356639937,18.8,55.3,43.72,3.29
4580,15.15066405,20,106.5,48.28,0.15
4582,28.24013158,23.7,153.8,67.83,2.85
4584,51.73900293,22.7,286,51.18,0.05
4586,3.819870664,15.9,44.7,40.32,0.2
4588,10.85161043,19.4,85.7,50.83,2.26
4589,10.25867609,14.6,150.3,56.45,0.57
4590,19.45454545,21.3,121.2,44.81,0.04
4591,9.724095647,23.1,56.6,36.71,3.77
4592,48.99807692,23.9,246.2,53.71,0.3
4593,54.53956835,18.3,467.9,62.52,0.43
4595,0.747904794,12.6,16.2,33.53,0.33
4596,9.233492172,15.8,111.1,52.66,0.33
4598,1.863636364,16.8,19.5,24.83,0.61
4599,8.501762336,16.1,99.2,54.37,0.86
4601,6.430852952,14,104.8,52.3,1.11
4602,3.986614498,15.6,50.4,49.94,1.66
4603,11.11571271,17.4,108.8,49.86,1.32
4605,6.251718667,16.5,67.1,43.69,0.21
4607,2.828412256,13.9,46.1,49.62,0.19
4610,4.253460621,15.3,54.3,44.15,0.1
4611,0.437646195,13,8.6,19.76,0.36
4614,44.35877863,24.8,210.2,49.33,0.82
4615,0.398544655,12,9.8,28.32,0.7
4616,1.8336437,13.9,30.3,40.22,0.21
4617,2.564345607,14.4,38.6,43.67,0.41
4618,6.007490637,16.9,61,41.55,0.08
4619,8.125055432,16.8,83.2,46.6,0.25
4621,13.04347826,18.1,114.7,50.74,0.53
4622,0.703016241,13.9,11.4,21.58,0.1
4623,15.93887266,17,161.4,49.76,0.44
4624,9.263709181,19.1,72.7,48.37,0.37
4626,1.822321664,14.9,24.8,31.7,0.22
4627,22.25494206,22.5,127.7,48.51,1.16
4631,18.49552239,20,130.1,48.66,0.06
4632,108.6660777,29.1,381.3,51.43,0.05
4633,221.480292,25.8,968.8,146.37,0.26
4636,1.690426882,13.1,32.8,50.67,0.67
4637,1.101178101,15.5,14.1,22.62,0.96
4639,21.75283213,22.2,129.5,57.02,1.41
4641,1.726457399,13.9,27.9,37.45,0.06
4642,56.03974763,24.4,271.7,53.65,0.29
4644,1.680165995,14,27.7,41.95,1.07
4645,72.62376238,22.7,404,62.48,0.11
4646,2.806650831,16.2,31.5,32.59,0.05
4648,3.933730319,16.2,46.6,46.13,2.57
4650,0.467298578,11.6,12.9,35.1,0.69
4651,6.747519294,16.9,68.3,44.34,0.27
4653,2.401281538,14.2,37.9,48.96,1.07
4654,11.17953321,19.1,88.2,50.09,0.57
4655,10.96191554,19.9,78.9,42.17,0.09
4657,6.822235303,17.1,68.8,48.32,0.92
4659,26.59115705,18.3,228.2,62.66,0.4
4660,2.798303301,14.8,39.9,45.13,1.13
4661,2.010465725,13.5,35.6,43.26,0.29
4662,4.361563518,15.2,57.6,43.78,0.2
4664,0.290652661,10.2,11.7,38.37,0.76
4668,10.58111,17.8,95.8,49.2,0.1
4669,14.81673979,19.7,108.6,47.07,0.41
4672,9.516129032,15.9,112.8,54.99,0.77
4673,5.040816327,19.3,38.6,32.56,0.03
4674,2.316272966,14.1,36.5,42.35,0.23
4675,9.481174485,24.9,55,41.78,9.62
4677,76.72275253,27.9,297.9,49.57,1.02
4679,202.6079547,33.3,596.2,102.67,1.71
4680,2.003892477,16.1,24.7,33.81,3.63
4683,47.77038627,27.2,190.1,46.51,0.16
4685,0.677357587,12.3,15.4,32.94,0.23
4686,3.29122807,14.8,46.5,45,0.17
4687,12.02426838,22.1,70.5,36.93,0.42
4690,3.485793872,15.2,46.3,44.65,1
4692,8.165627783,17,81.7,45.38,0.1
4693,3.405142084,25.7,20.3,27.61,13.56
4694,232.20362,28.8,877.1,68.97,2.08
4695,3.098039216,15.5,0.6,39.29,0.16
4696,33,25,148.2,45.22,0.18
4698,4.798547401,16.9,50.1,41.74,1.16
4699,1.602642819,13.5,28.6,39.96,0.18
4702,3.5,16.1,53.4,42.97,0.13
4703,23.13875598,20.8,150,50.51,0.16
4705,11.42133538,19.3,86.6,43.82,0.15
4706,4.861195159,16.8,50.8,41.13,0.4
4708,10.01791531,17.1,100.1,49.68,0.14
4710,14.6088064,19.7,106.8,47.39,0.32
4711,11.46791465,16.9,118,58.24,0.53
4713,4.328824142,14.6,61.7,52.01,0.23
4714,12.59090909,19.7,1.8,44.53,0.1
4715,15.38650307,21.6,92.5,41.15,0.04
4716,7.246753247,17.9,65.2,44.56,0.19
4720,37.44818454,19.7,273.2,51.31,0.12
4722,30.96490864,21.1,198.1,50.69,0.23
4723,45.79685705,24.9,213.9,53.93,0.42
4724,12.1521511,18.1,105.2,55.66,0.28
4725,0.888864192,13.4,16.3,30.67,0.96
4727,7.384008417,16.6,77.8,46.4,0.14
4729,36.08791209,22.6,200.2,50.25,0.12
4730,4.778894472,15.6,57.6,45.77,0.12
4732,6.016678931,17.1,60.3,44.99,0.41
4734,24.31297957,22.6,143.3,65.61,2.49
4735,8.059971193,16.1,91.5,62.4,0.1
4736,10.05124382,20.5,71,43.21,1.9
4738,0.533980583,11.1,16,40.05,0.27
4740,17.58252427,19,139,51.69,0.32
4741,19.60507246,20.9,127.4,46.37,0.08
4742,20.04702093,20.3,138.3,49.53,0.42
4743,2.370495495,15.8,28.1,33.26,0.12
4745,87.63886703,29.6,308.1,60.6,1.17
4746,9.462841016,18.4,80,45.66,0.35
4747,1.519529564,12.9,30.9,44.03,0.55
4748,100.4571263,26.2,431.8,72.14,0.79
4749,21.53908356,24.1,107.4,41.08,0.67
4752,5.10875817,16.8,54,47.08,0.88
4753,32.17907831,26.4,144.2,47.79,3.15
4754,5.974512693,14.8,88.5,60.95,2.32
4756,22.44397977,19.7,168.8,58.22,1.21
4759,27.87794782,28.2,111.9,43.11,3.24
4760,0.313258342,12.3,7.2,18.63,0.56
4761,89.75404324,21.8,544.6,57.36,0.64
4763,40.12751678,23.3,216,68.13,1.16
4766,17.70386753,23.8,97.6,44.23,3.71
4767,58.44883978,24.5,282.6,54.78,0.57
4769,21.59578851,23.1,117.4,43.3,0.84
4771,5.630338733,17,57.1,40.94,0.21
4772,13.60912152,17,137.5,54.74,0.05
4773,20.99336308,16,244.9,58.35,0.45
4775,40.40785256,22.6,223.3,50.33,0.15
4776,3.041960508,14.8,42.6,42.25,0.33
4777,2.251702887,14.2,35.8,42.72,0.97
4778,4.697333333,17.1,46.8,39.6,0.19
4780,9.046632124,18.2,77.1,43.61,0.05
4783,1.859773911,14.1,29.7,45.65,0.66
4784,13.21080026,17,135.4,50.06,0.79
4785,5.519250253,16.7,57.5,42.36,0.2
4786,4.315068493,16.7,0.9,42.2,0.42
4787,3.578534031,14,57,46.36,0.22
4789,3.687412727,16.7,39,36.34,0.15
4791,26.36108989,23,147.7,52.06,1.84
4792,3.135814403,16.4,34,34.38,0.06
4793,92.91470507,32,309.9,61.14,4.15
4797,6.339891066,15.6,76.8,47.14,0.15
4798,6.109737249,15.5,76.3,58.97,0.41
4799,1.079498968,12,26.4,44.36,0.39
4801,1.613131373,13.3,29.8,48.9,0.54
4802,7.62340497,18.3,65.1,42.67,0.18
4803,2.895867769,14.9,40.3,41.43,0.44
4804,2.139825218,14.2,33.5,43.55,0.23
4806,9.339416058,18.5,78.1,46.62,0.18
4808,20.80178886,18.4,175.5,53.44,0.23
4810,21.91365777,19.9,156,54.52,0.29
4811,5.466070754,19.5,42.7,37.09,2.03
4812,9.708983551,17.8,87.9,44.44,0.07
4813,10.87598116,17.8,99.4,47.51,0.33
4814,23.44720497,20.2,161.5,49.17,0.08
4815,8,17.8,89.4,59.33,0.11
4816,9.665664462,20.8,65.3,40.4,1.56
4817,1.785247188,13.6,30.8,40.99,0.29
4820,5.337184874,15.6,65.8,49.83,0.57
4823,11.94757064,21.2,84.6,56.38,5.16
4824,3.068058778,25.1,19.1,27.05,13.64
4826,1.367434596,12.6,29.2,41.92,0.44
4829,6.446791862,16.5,70.1,45.27,0.4
4830,8.346185707,15.5,106.9,49.88,1.01
4831,9.209494427,20,68.5,43.71,2.34
4833,0.426425371,11.4,12.8,37.74,3.07
4834,15.60350877,17.4,149.3,56.68,0.15
4837,19.94308943,21.3,123.8,46.18,0.03
4839,4.197360528,14,67.2,48.21,0.33
4840,0.609831824,11.9,15.6,36.24,0.51
4841,32.29150824,19.4,243.9,49.49,0.1
4842,11.23907667,16.4,123.7,61.36,0.57
4844,25.96775956,19.1,205.6,52.94,0.77
4845,13.75939555,17.3,141.7,51.8,2.82
4846,22.22969358,31.3,85.9,43.32,8.99
4848,8.925776658,23.5,46.9,27.39,0.97
4849,20.79906853,19.6,155.9,55.92,0.6
4850,3.289964023,17.3,32.9,34.1,1.61
4851,8.237310481,17.6,77.1,44.72,0.09
4857,11.30693659,16.4,125,49.95,0.76
4858,10.98803738,20.5,74.8,39.53,0.59
4859,19.66764168,16.7,208.2,61.64,0.36
4860,134.6214953,30.2,444.2,62.72,0.23
4861,5.027993779,19.9,36.2,24.05,0.47
4864,24.19815964,23.3,130.8,52.79,1.32
4865,8.512857836,17.8,78.4,44.6,0.7
4866,2.292838875,15.5,29.1,37.45,0.18
4868,16.06073027,17.2,155.5,50.46,0.17
4869,13.13620786,18.9,105.4,46.66,0.48
4871,15.29120725,19.1,121,50.94,0.73
4872,0.562428717,11.6,15.2,39.15,0.38
4874,4.184390689,15.4,53.2,46.5,0.08
4875,44.6517195,27.8,187.6,52.76,4.11
4877,74.79233333,24.7,357.4,59.58,0.79
4879,23.94476744,22.3,135.8,46.31,0.2
4880,0.232300885,11.8,6,17.56,1.19
4883,19.93115942,19.5,148.2,49.29,0.1
4884,3.193909306,15.3,41.5,42.85,0.45
4885,1.444390716,14.3,23.3,38.92,2.83
4887,21.98364251,23.1,117.9,51.24,0.19
4888,23.89320388,20.3,164.4,62.09,0.22
4890,8.625162127,17.5,81.2,44.26,0.3
4891,7.36,17.9,65.1,48.43,0.15
4892,9.396642592,17.4,90.7,52.32,0.28
4893,25.04716981,19.4,189.1,65.68,0.37
4894,25.91374663,21.5,157.9,50.66,0.12
4895,190.8810259,23,1078.1,140.25,2.16
4897,4.690561365,16.1,53.5,43.42,0.29
4900,1.087909679,11.8,28.4,46.51,0.72
4902,32.31793961,21.3,200.9,51.85,0.22
4904,1.882611886,16.1,21.9,25.41,0.84
4906,15.78353314,22.4,101.8,58.38,5.45
4910,2.988919668,16.3,33.5,45.78,0.53
4911,8.401129944,17.5,79.1,58.01,0.36
4913,2.651282051,11.9,103,58.02,0.98
4914,52.66796368,23.1,292.5,51.12,1.64
4915,11.62718576,17.5,110,47.34,0.22
4917,10.3131524,16.9,105.9,57.76,0.42
4918,5.168211921,17.7,48,40.79,0.67
4919,20.364,20.5,140,55.8,0.8
4920,23.96940727,21.5,148.5,55.69,0.6
4921,22.48725212,21.1,146.5,51.03,1.11
4922,11.5843299,19.7,85.7,47.6,0.54
4925,17.6332574,22.9,96.4,43.94,0.41
4926,1.205060622,12.4,26.8,44.8,0.34
4927,2.934095026,18.8,24.5,26.11,1.47
4929,6.144626146,16.7,92.1,48.39,0.75
4933,4.597927461,17.1,56.6,39,0.3
4934,5.99453675,18.8,67.7,48.21,2.35
4935,63.39175258,26.9,475.8,47.92,0.07
4936,3.251833741,17.1,32.2,29.77,0.09
4937,14.62436548,18.8,117,48.1,0.25
4938,1.388820508,13.7,23.7,35.75,0.31
4940,2.54889913,16,29.3,31.53,0.25
4941,26.86064836,20.5,182.4,50,0.09
4942,29.57033248,22.5,165.6,48.22,0.06
4943,9.980327156,17.1,98.5,48.16,0.2
4944,39.32249458,20.3,274.9,64.27,1
4945,128.5955112,31.1,408.3,55.88,0.33
4946,3.45521542,17.5,32.4,29.35,0.05
4948,68.48283529,21.2,480.4,72.46,4.76
4949,19.2080316,21.2,120.1,45.06,0.07
4951,3.920677362,15.7,48.1,43.49,0.25
4953,58.76846629,25.2,265.8,48.49,0.11
4954,10.98729404,23.2,64.4,42.43,4.5
4956,66.65048544,29.2,247.6,54.51,0.01
4957,5.037819099,17.7,45.5,37.36,0.27
4960,11.70725628,24.1,69.9,57.36,8.38
4962,45.93006993,27,193.6,47.17,2.06
4963,20.90976934,21.5,126.7,53.28,0.2
4965,3.323986028,13.9,73.8,51.31,0.8
4966,8.150166113,17.5,77,46.34,0.45
4968,35.92012289,23.2,197.3,56.55,1.78
4969,0.645169171,12.2,15.5,35.77,1.41
4971,3.954815696,14.5,58.5,53.33,0.52
4973,7.345738295,17.1,73.7,48.26,0.48
4974,6.967585089,15.2,91.1,54.48,0.21
4975,9.348317493,16.7,98.3,52.6,0.38
4976,43.35047361,25.6,190.7,49.28,0.07
4977,0.284020067,11.4,8.2,24.06,0.71
4978,71.75,33.8,223.1,41.46,0.02
4983,18.09608746,19.3,143.2,61.65,1.47
4984,0.127770083,9.8,5.8,24.83,0.65
4985,15.1159129,21.3,99.1,52.19,2.12
4986,35.85135135,22.6,199.4,52.34,0.08
4989,14.66625947,27.6,67.8,40.26,7.7
4990,0.418978912,11.3,12.3,36.19,0.51
4991,0.236015747,10.7,8.3,29.4,0.45
4992,2.343012002,14.8,34.3,44.44,1.8
4993,3.79036794,16.7,40.1,38.51,0.65
4997,6.414225941,16.2,73.2,47.82,0.61
4998,1.404482391,13.7,24,40.16,0.67
4999,39.36717828,20.3,268.5,54.88,0.25
5000,32.25479452,21.6,196.9,51.33,0.33
5004,7.314018391,16.1,83.3,46.3,0.1
5005,38.03762463,16.8,392.6,52.22,0.34
5007,32.05839416,22.1,188,56.92,0.38
5008,3.304138595,14.8,46.7,44.19,0.34
5011,6.127565982,17,61.6,42.1,0.13
5014,79.86600955,24.1,397.8,54.68,0.48
5015,40.23056826,21.2,257.2,62.43,0.6
5016,2.056701031,14.3,32,40.35,0.11
5017,12.54883081,17.8,113.6,49.84,0.18
5019,3.520833333,16.1,51.7,37.04,0.06
5023,2.590267537,15.3,34.1,42.17,0.98
5024,6.945634267,15.9,82.2,52.5,0.12
5026,4.204746806,13.7,74.3,55.58,2.19
5028,5.013590034,18.3,44.9,40.77,2.21
5030,3.426814988,15.6,42.4,42.79,0.35
5032,6.473260495,16.7,68.4,53.34,0.57
5033,0.872540633,11.7,23.1,46.17,0.29
5034,0.449824715,11,14.5,37.85,1.03
5035,5.323529412,17.1,52.7,42.47,0.23
5037,3.826427772,14.8,53.3,50.87,0.23
5039,27.61611877,21.4,172.7,49.63,0.55
5041,3.921732059,16,45,39.54,0.11
5042,4.86744186,18,43.6,35.82,0.68
5043,16.31746032,20.3,115.3,48.19,1.17
5044,17.37586112,20.1,126.6,53.75,1.7
5046,21.35742984,22.2,124.3,46.98,0.67
5048,7.347377472,17.9,66.2,43.04,0.06
5049,5.507839448,14,89.2,48.86,0.34
5050,5.962861073,16,68.9,44.73,0.16
5051,44.06617647,23.3,231.1,52.42,0.05
5052,26.83969672,20.3,182.4,68.43,0.15
5053,22.87495077,20.2,159.3,48.63,0.11
5054,0.244208494,11.9,6.2,17.76,0.99
5055,17.54223433,20.3,120.4,46.39,0.13
5056,4.013559322,15.1,53.6,44.74,0.09
5057,88.97709924,23.5,456,53.08,0.03
5058,8.069785276,17.7,74.2,44.75,0.05
5059,6.729323308,16.7,71.2,46.29,0.13
5060,8.991635688,16.8,94.6,59.87,0.74
5061,24.51048951,24.6,115.6,40.44,0.03
5062,33.15584416,24,167.3,55.94,0.82
5063,9.39748954,19,74.2,42.93,0.05
5064,3.038921323,15.3,39.4,39.85,0.41
5065,5.864864865,15.9,69.3,46.5,0.19
5066,8.049346438,20.5,54.3,39.94,0.29
5067,13.70339685,19.4,105.6,52.87,0.95
5068,6.486949606,16.7,68.2,45.52,0.34
5069,22.9648462,17.4,216.9,80.86,0.28
5070,7.890713477,13.7,132.8,51.92,0.26
5073,15.20905172,19.5,112.3,49.86,0.11
5075,29.91858553,23.9,149.2,44.55,0.12
5076,16.72914072,20.2,118.1,47.08,0.66
5077,52.84092888,25.6,233.3,52.38,0.22
5078,20.33384497,21,131.4,47.19,0.3
5079,8.487749717,17.7,78.1,44.35,0.22
5080,11.50684932,20.6,45.2,40.97,0.24
5081,6.54601227,16.6,0.8,48.26,0.46
5082,10.63013699,18.6,1,45.19,0.32
5083,8.11030479,17.1,80.2,44.76,0.08
5084,9.065710872,17.4,86.4,44.71,0.14
5085,3.707991803,13.3,68.1,47.83,0.32
5086,3.440816327,16.1,39.2,37.39,0.08
5087,17.02369077,18.7,139,52.75,0.31
5088,7.806211724,19.3,61.8,45.18,1.54
5089,9.574758135,19.6,70.9,40.11,0.2
5090,24.54674797,17.4,238.3,50.84,0.05
5091,15.54545455,22.7,86.9,43.38,0.05
5093,7.429792831,19.6,54.9,35.36,0.08
5094,3.430119723,14,54.8,45.36,0.22
5095,4.802434611,15.4,62.6,44.79,0.12
5096,1.933761706,13.9,31.8,40.02,0.09
5099,13.13492872,20.7,86.4,42.03,0.07
5100,26.39583333,21,168.8,48.32,0.03
5101,7.040632054,13.2,133.9,106.9,0.19
5102,2.621297602,15.8,31,35.55,0.14
5103,9.485750386,18,84.8,51.23,0.33
5104,6.82688172,17.4,65.8,46.93,0.7
5105,44.68965517,30.3,145.9,41.08,0.02
5107,6.162068966,18.2,53,38.32,0.15
5108,5.648626145,17,59.8,45.26,2.03
5110,11.71284461,18.1,104.4,55.2,0.81
5111,7.046822742,16.7,73.8,44.52,0.08
5113,14.5313093,19.4,110.1,47.46,0.3
5115,2.813688213,13.9,46.2,45.21,0.23
5116,14.74411808,19.9,106.6,45.33,0.18
5117,8.298813125,17.1,83.6,48.03,0.52
5118,22.68072867,20.2,158.3,49.29,0.26
5119,0.780181087,12.3,17.8,36.7,0.44
5120,27.90804598,19.3,212.9,69.58,0.11
5121,7.087654321,16.9,72,45.43,0.2
5122,2.723012055,13.7,46.3,49.49,0.51
5123,3.040942791,14.1,48.4,50.11,0.54
5124,40.06823433,26.9,164.7,51.44,0.87
5125,3.981136167,16.4,43.9,40.86,0.69
5126,2.539845758,14.1,40.3,47.07,0.31
5127,3.509677419,14,55.9,48.23,0.25
5129,27.79595626,19.7,202.2,56.69,0.22
5130,17.98435218,20.1,127.8,47.37,0.69
5131,7.865342566,17.5,74,44.68,0.29
5132,4.268656716,15.5,52.8,42.89,0.07
5134,63.36842105,26.5,262.1,51.49,0.07
5135,13.75806452,15.4,175.6,51.26,0.13
5136,6.737845567,16.7,71.2,49.47,0.58
5138,34.32362123,22.4,191.9,48.98,0.05
5139,4.984248321,17.9,45.5,38.28,0.89
5140,13.97000217,20.6,94.6,44.81,0.63
5141,19.37030722,30.2,71,34,4.31
5142,28.36722011,27.4,125.3,49.94,5.09
5144,15.64661527,23.2,90.3,46.16,3.68
5145,22.71212121,22.5,127.4,46.17,0.11
5147,2.104089219,13.6,36.3,42.79,0.1
5148,5.106557377,17.6,0.7,40.63,0.57
5150,4.690124942,14.5,69.9,55.16,0.42
5151,13.89502126,21.2,89,45.99,0.71
5152,32.78746594,23.5,175.7,51.71,1.57
5153,4.092812153,15.7,49.7,49.33,0.33
5154,15.79345403,17.7,147,72.4,0.82
5156,6.704560536,16.7,70.7,54.27,0.49
5157,8.74615673,18.1,77.6,45.53,0.61
5159,4.943297111,16.9,50.7,42.53,0.53
5160,16.06685237,21.2,104.2,53.64,1.43
5161,6.285894984,15.5,79.7,48.54,0.59
5162,22.37182911,21.3,138.6,59.58,0.25
5163,3.382688878,17.2,34.3,37.07,1.84
5164,1.487969925,13.9,24.2,36.2,0.14
5165,2.477020602,13,49.1,48.74,0.55
5166,8.981801528,25.6,42,29.66,2.51
5168,9.115789474,17.4,85.5,46.67,0.07
5169,62.23883176,24.2,306.5,80.99,0.58
5170,7.112851088,15.6,87.5,72.01,0.41
5171,24.0133598,25.7,114.4,45.87,3.6
5173,23.00875556,27.1,102.6,46.71,4.69
5174,7.111839188,17.8,65.6,43.24,0.78
5175,3.5,15.8,41.7,39.25,0.27
5177,6.729418688,26.1,33,26.08,6.01
5178,15.14932572,19.2,117.8,47.52,0.54
5180,41.49090316,26.4,181,51,2.03
5181,7.707608696,16.5,83.6,46.35,0.29
5182,22.55391744,21,146.6,51.99,0.62
5183,3.094282238,14.2,47.2,46.29,0.25
5184,4.26621787,16,49.7,43.93,0.43
5186,41.08510205,24.8,207.9,55.48,3.51
5187,24.64189189,22.2,144,49.21,0.64
5188,16.36346421,22.9,90.6,42.95,0.93
5189,1.252897046,14.8,18.4,30.41,2.17
5190,8.461555217,17.3,82.2,56.2,0.38
5191,3.409449577,11.8,94.5,60.06,4.04
5193,87.20201856,24.8,407.5,60.05,0.3
5194,6.247638953,18.9,51.3,48.73,1.14
5195,9.379204893,18.1,81.2,44.42,0.2
5197,8.958330898,18,81.1,47.57,1.12
5198,3.514412417,18.7,29.1,27.59,0.5
5199,8.349834983,17.7,77.6,47.19,0.36
5201,5.819607843,16.8,61,43.14,0.83
5204,9.788595066,16.9,101.2,50.78,0.53
5205,3.062653563,13.6,53.6,48.27,0.35
5206,4.971674147,16.7,53.2,42.76,0.78
5207,6.55913226,19.7,49.3,36.53,1.44
5208,10.3245614,18,90,53.61,0.1
5209,6.300699301,16.3,69.4,44.65,0.24
5214,69.26478495,26.9,281.5,54.25,0.3
5216,0.160668654,11.2,5,16.44,1.69
5217,8.212335002,19.5,66.9,46.21,3.94
5218,4.759679573,17,48.4,43.36,0.31
5219,152.9428571,30.5,502.1,59.91,0.13
5221,8.286573146,18.7,68.4,41.78,0.47
5223,1.991217444,14.8,29,39.63,1.61
5224,12.09377664,19.2,92.5,43.85,0.11
5225,1.956698882,14,32,42,0.76
5227,18.3601108,19.8,133.3,51.43,0.3
5228,3.035750252,14.2,47.1,48.21,0.37
5229,1.26917641,12.6,27.1,44.88,0.35
5231,1.73860829,12.9,35.2,43.82,0.23
5232,3.272383627,14,52.1,54.27,0.1
5233,11.42784474,22.1,67.9,44.33,0.92
5235,20.12339667,23.4,110.8,46.62,2.49
5236,1.105422256,11.8,28.6,56.53,0.67
5237,4.242843898,15.4,54,49.27,0.36
5238,2.830461227,17.5,27.6,29.75,1.41
5239,6.479957432,16.3,71.2,47.25,0.27
5240,8.655973234,16.8,90.8,61.91,0.63
5241,6.79421209,16.1,77.7,52.48,0.37
5242,12.39638621,29.2,54.6,38.81,9.64
5246,1.994829844,14.1,31.4,42.08,0.26
5247,0.511250608,13.4,9.3,20.18,0.56
5248,0.547756352,11.6,15.1,38.03,0.5
5250,37.77817979,21.8,225.4,53.23,0.24
5252,4.753923541,16.7,50.5,41.46,0.46
5253,10.10848577,18.8,81.5,44.83,0.34
5254,160.4617605,30.9,512.7,49.79,0.12
5255,39.21370575,18.9,317.9,54.14,0.85
5256,26.26746925,19.7,190.7,53.87,0.13
5257,29.24877701,25.1,133.8,47.77,0.29
5259,47.21994753,23.6,255.3,58.06,2.32
5261,81.6899811,27.6,321.3,52.05,0.76
5262,15.75929978,19.1,123.3,49.96,0.51
5263,57.20140778,25.4,260.4,53.15,0.73
5264,19.38596491,20.3,134.7,57.36,0.75
5265,26.66602716,29.6,108.9,43.67,7.37
5266,17.92054314,22.2,105.2,46.82,0.9
5267,18.73025048,23.8,95.1,43.06,0.32
5268,46.55408874,22.5,264,62.87,0.43
5271,0.594167679,11.5,16.4,41.2,0.08
5272,19.13846154,20.7,1.2,45.59,0.09
5273,15.96039604,17.7,214.9,57.63,0.13
5274,2.453055142,14.2,38.3,44.04,0.28
5275,15.18828452,19.6,1.1,49.57,0.58
5276,15.61363636,19.1,1.2,48.58,0.16
5277,4.947867299,15,0.6,47.83,0.22
5278,21.32498042,22.5,123.5,48.37,1.37
5279,5.5,19.1,43.3,33.76,0.49
5280,68.85879912,35,206,48.31,5.67
5283,15.27233221,18.8,125,55.48,0.66
5284,35.23910336,18,318.4,54.68,0.67
5285,1.686092715,13.6,29.1,39.98,0.25
5288,89.0131291,27.1,355.2,52.78,0.33
5289,17.98620802,27,73.8,32.61,0.91
5291,24.58951516,15.5,307.7,74.86,0.44
5292,11.60527351,15.4,154.4,51.1,2.26
5293,18.97667304,23.2,104.3,43.65,1.61
5294,46.85893338,27.7,188,55.27,1.86
5295,74.42727701,29.4,274.1,52.87,2.51
5296,38.40896615,21.4,246.8,52.95,1.68
5297,4.397127022,16.8,49.7,48.06,3.75
5298,7.464589235,14.9,102.8,52.47,0.49
5299,0.364297521,10.8,12.3,58.91,0.83
5300,1.595978062,13.8,27,38.06,0.11
5301,167.6285047,33.2,478,61.57,0.12
5302,118.2123501,31.6,383.4,55.72,2.13
5304,0.211079274,9.7,0.1,40.64,1.48
5306,2.879039705,15.5,19,44.81,1.27
5307,6.182466871,17.8,0.6,42.93,0.91
5308,2.860320576,14.5,42.9,51.57,1.14
5311,63.1826087,25.7,2.8,52.73,0.99
5314,5.282469423,15.5,66.8,54.54,0.42
5316,1.976101965,15.2,26.5,35.29,0.93
5317,4.07278481,14.6,0.6,44.82,0.19
5318,1.550082102,15.9,17.7,24.61,0.14
5319,16.12381094,19.3,123.1,48.19,0.32
5320,31.77535354,24.6,158.9,50.89,2.38
5321,4.054560137,15.9,47.3,40.97,0.16
5322,13.44444444,17.8,120.3,49.72,0.2
5323,3.327386262,15.5,42.1,42.98,0.51
5324,3.669681847,15.6,45.2,43.3,0.41
5326,19.79808841,23.2,102.9,45.46,2.73
5329,4.68997107,16.6,51.2,56.99,1.21
